size,condition,trial,subject,correct,RT
2,easy,230,8,0,196.913
2,easy,230,9,1,352.772
2,easy,230,10,1,144.665
2,easy,231,1,1,297.176
2,easy,231,2,0,141.946
2,easy,231,3,1,177.937
2,easy,231,4,1,115.098
2,easy,231,5,1,149.12
2,easy,231,6,0,222.838
2,easy,231,7,1,286.012
2,easy,231,8,0,196.106
2,easy,231,9,1,321.129
2,easy,231,10,0,174.673
2,easy,232,1,0,359.582
2,easy,232,2,0,132.619
2,easy,232,3,0,197.243
2,easy,232,4,1,120.703
2,easy,232,5,0,170.731
2,easy,232,6,0,190.129
2,easy,232,7,0,357.82
2,easy,232,8,0,178.021
2,easy,232,9,1,309.875
2,easy,232,10,1,140.82
2,easy,233,1,1,315.684
2,easy,233,2,0,128.927
2,easy,233,3,0,191.601
2,easy,233,4,1,126.403
2,easy,233,5,1,119.801
2,easy,233,6,1,187.887
2,easy,233,7,0,328.833
2,easy,233,8,0,183.747
2,easy,233,9,1,358.643
2,easy,233,10,0,188.343
2,easy,234,1,0,385.027
2,easy,234,2,0,108.773
2,easy,234,3,1,150.694
2,easy,234,4,1,113.248
2,easy,234,5,1,134.107
2,easy,234,6,0,187.072
2,easy,234,7,1,230.079
2,easy,234,8,0,176.191
2,easy,234,9,1,329.811
2,easy,234,10,0,187.828
2,easy,235,1,1,327.972
2,easy,235,2,0,121.851
2,easy,235,3,1,161.473
2,easy,235,4,1,93.249
2,easy,235,5,1,133.473
2,easy,235,6,0,177.298
2,easy,235,7,1,305.925
2,easy,235,8,0,218.907
2,easy,235,9,1,398.165
2,easy,235,10,0,185.69
2,easy,236,1,1,295.533
2,easy,236,2,0,109.462
2,easy,236,3,0,205.442
2,easy,236,4,1,110.637
2,easy,236,5,1,158.635
2,easy,236,6,1,169.896
2,easy,236,7,1,362.305
2,easy,236,8,0,220.737
2,easy,236,9,1,345.447
2,easy,236,10,0,193.186
2,easy,237,1,1,348.338
2,easy,237,2,0,115.403
2,easy,237,3,0,172.534
2,easy,237,4,1,119.358
2,easy,237,5,0,205.059
2,easy,237,6,0,216.092
2,easy,237,7,1,315.863
2,easy,237,8,0,214.706
2,easy,237,9,1,458.247
2,easy,237,10,1,162.032
2,easy,238,1,0,369.032
2,easy,238,2,0,125.535
2,easy,238,3,0,193.321
2,easy,238,4,0,128.076
2,easy,238,5,1,143.728
2,easy,238,6,0,238.352
2,easy,238,7,1,244.131
2,easy,238,8,1,160.598
2,easy,238,9,0,479.964
2,easy,238,10,1,147.23
2,easy,239,1,1,320.678
2,easy,239,2,0,141.8
2,easy,239,3,1,156.372
2,easy,239,4,0,159.275
2,easy,239,5,1,143.095
2,easy,239,6,1,180.884
2,easy,239,7,0,378.281
2,easy,239,8,0,173.332
2,easy,239,9,1,346.767
2,easy,239,10,1,184.322
2,easy,240,1,1,325.654
2,easy,240,2,0,121.964
2,easy,240,3,1,184.603
2,easy,240,4,1,113.171
2,easy,240,5,0,170.778
2,easy,240,6,1,180.109
2,easy,240,7,1,269.528
2,easy,240,8,0,167.973
2,easy,240,9,0,552.207
2,easy,240,10,0,200.212
2,hard,1,1,1,445.743
2,hard,1,2,0,164.925
2,hard,1,3,1,207.705
2,hard,1,4,1,154.622
2,hard,1,5,1,230.446
2,hard,1,6,0,279.883
2,hard,1,7,1,387.502
2,hard,1,8,1,209.515
2,hard,1,9,0,640.944
2,hard,1,10,0,356.923
2,hard,2,1,0,570.719
2,hard,2,2,1,158.581
2,hard,2,3,0,236.732
2,hard,2,4,0,219.251
2,hard,2,5,1,162.857
2,hard,2,6,0,308.234
2,hard,2,7,1,422.79
2,hard,2,8,0,266.782
2,hard,2,9,1,631.832
2,hard,2,10,0,242.208
2,hard,3,1,1,443.394
2,hard,3,2,1,140.593
2,hard,3,3,0,264.752
2,hard,3,4,0,208.069
2,hard,3,5,1,230.44
2,hard,3,6,0,257.282
2,hard,3,7,0,442.583
2,hard,3,8,0,259.44
2,hard,3,9,1,477.517
2,hard,3,10,1,237.023
2,hard,4,1,1,453.844
2,hard,4,2,1,143.872
2,hard,4,3,1,225.193
2,hard,4,4,1,162.679
2,hard,4,5,1,161.974
2,hard,4,6,0,243.568
2,hard,4,7,1,402.533
2,hard,4,8,0,258.138
2,hard,4,9,1,526.663
2,hard,4,10,1,211.244
2,hard,5,1,1,395.527
2,hard,5,2,0,184.393
2,hard,5,3,1,205.193
2,hard,5,4,1,147.615
2,hard,5,5,1,242.884
2,hard,5,6,0,308.191
2,hard,5,7,1,415.788
2,hard,5,8,1,188.175
2,hard,5,9,1,471.911
2,hard,5,10,0,294.714
2,hard,6,1,1,467.409
2,hard,6,2,1,132.406
2,hard,6,3,1,235.927
2,hard,6,4,1,153.052
2,hard,6,5,1,206.084
2,hard,6,6,0,256.667
2,hard,6,7,1,403.407
2,hard,6,8,0,215.446
2,hard,6,9,1,560.946
2,hard,6,10,1,230.325
2,hard,7,1,1,462.186
2,hard,7,2,1,158.97
2,hard,7,3,0,272.486
2,hard,7,4,1,162.512
2,hard,7,5,0,242.762
2,hard,7,6,0,330.352
2,hard,7,7,1,358.951
2,hard,7,8,0,263.69
2,hard,7,9,1,513.164
2,hard,7,10,1,212.654
2,hard,8,1,1,407.566
2,hard,8,2,0,201.062
2,hard,8,3,1,190.687
2,hard,8,4,1,149.239
2,hard,8,5,1,226.959
2,hard,8,6,1,237.333
2,hard,8,7,1,447.094
2,hard,8,8,0,177.278
2,hard,8,9,1,549.746
2,hard,8,10,0,280.605
2,hard,9,1,1,451.116
2,hard,9,2,1,124.324
2,hard,9,3,1,203.681
2,hard,9,4,0,202.986
2,hard,9,5,1,215.206
2,hard,9,6,1,230.345
2,hard,9,7,0,518.233
2,hard,9,8,0,248.613
2,hard,9,9,1,443.361
2,hard,9,10,1,221.394
2,hard,10,1,1,491.517
2,hard,10,2,0,210.141
2,hard,10,3,0,266.774
2,hard,10,4,1,156.199
2,hard,10,5,1,212.509
2,hard,10,6,0,266.7
2,hard,10,7,1,445.847
2,hard,10,8,0,270.211
2,hard,10,9,0,640.263
2,hard,10,10,0,272.488
2,hard,11,1,1,425.659
2,hard,11,2,1,125.008
2,hard,11,3,1,219.214
2,hard,11,4,1,149.907
2,hard,11,5,0,289.883
2,hard,11,6,1,274.648
2,hard,11,7,1,345.171
2,hard,11,8,0,227.776
2,hard,11,9,0,686.101
2,hard,11,10,1,203.062
2,hard,12,1,1,477.594
2,hard,12,2,1,138.963
2,hard,12,3,1,233.586
2,hard,12,4,0,174.567
2,hard,12,5,1,201.302
2,hard,12,6,0,287.501
2,hard,12,7,1,442.61
2,hard,12,8,1,215.237
2,hard,12,9,1,494.306
2,hard,12,10,1,178.899
2,hard,13,1,1,429.027
2,hard,13,2,0,182.139
2,hard,13,3,1,248.073
2,hard,13,4,1,162.872
2,hard,13,5,1,219.958
2,hard,13,6,0,274.93
2,hard,13,7,1,388.502
2,hard,13,8,1,234.518
2,hard,13,9,1,438.391
2,hard,13,10,0,247.189
2,hard,14,1,1,398.348
2,hard,14,2,1,157.002
2,hard,14,3,0,315.225
2,hard,14,4,0,195.248
2,hard,14,5,0,258.655
2,hard,14,6,0,292.567
2,hard,14,7,1,393.517
2,hard,14,8,0,229.364
2,hard,14,9,0,638.482
2,hard,14,10,1,235.89
2,hard,15,1,0,495.957
2,hard,15,2,0,175.148
2,hard,15,3,1,228.287
2,hard,15,4,1,136.231
2,hard,15,5,1,208.196
2,hard,15,6,0,247.584
2,hard,15,7,1,364.38
2,hard,15,8,0,276.087
2,hard,15,9,1,482.394
2,hard,15,10,1,233.354
2,hard,16,1,1,410.671
2,hard,16,2,1,146.968
2,hard,16,3,0,239.602
2,hard,16,4,0,183.356
2,hard,16,5,1,212.809
2,hard,16,6,0,255.117
2,hard,16,7,1,380.725
2,hard,16,8,0,231.285
2,hard,16,9,1,467.747
2,hard,16,10,0,266.565
2,hard,17,1,1,464.086
2,hard,17,2,0,169.649
2,hard,17,3,1,207.861
2,hard,17,4,0,218.957
2,hard,17,5,1,213.846
2,hard,17,6,0,299.624
2,hard,17,7,0,447.545
2,hard,17,8,0,226.57
2,hard,17,9,1,585.551
2,hard,17,10,1,283.881
2,hard,18,1,1,434.631
2,hard,18,2,0,217.265
2,hard,18,3,1,217.169
2,hard,18,4,0,218.222
2,hard,18,5,1,211.256
2,hard,18,6,1,225.728
2,hard,18,7,0,550.988
2,hard,18,8,0,338.785
2,hard,18,9,1,506.024
2,hard,18,10,1,271.07
2,hard,19,1,1,444.415
2,hard,19,2,1,141.84
2,hard,19,3,1,261.467
2,hard,19,4,0,227.425
2,hard,19,5,1,190.813
2,hard,19,6,1,212.265
2,hard,19,7,1,329.776
2,hard,19,8,1,206.592
2,hard,19,9,1,501.323
2,hard,19,10,1,242.168
2,hard,20,1,0,507.456
2,hard,20,2,0,192.807
2,hard,20,3,1,246.738
2,hard,20,4,1,137.048
2,hard,20,5,1,189.668
2,hard,20,6,1,262.856
2,hard,20,7,1,390.428
2,hard,20,8,0,262.517
2,hard,20,9,0,605.248
2,hard,20,10,1,187.482
2,hard,21,1,1,464.626
2,hard,21,2,0,177.799
2,hard,21,3,1,203.545
2,hard,21,4,1,200.061
2,hard,21,5,1,189.539
2,hard,21,6,0,274.851
2,hard,21,7,1,420.282
2,hard,21,8,0,247.043
2,hard,21,9,1,561.216
2,hard,21,10,0,271.471
2,hard,22,1,1,417.53
2,hard,22,2,0,191.922
2,hard,22,3,1,200.755
2,hard,22,4,0,171.178
2,hard,22,5,0,260.909
2,hard,22,6,1,195.526
2,hard,22,7,1,380.818
2,hard,22,8,1,183.346
2,hard,22,9,1,563.884
2,hard,22,10,1,204.669
2,hard,23,1,1,420.325
2,hard,23,2,0,209.311
2,hard,23,3,0,276.552
2,hard,23,4,1,165.182
2,hard,23,5,1,210.208
2,hard,23,6,0,288.91
2,hard,23,7,1,446.066
2,hard,23,8,1,211.513
2,hard,23,9,1,588.089
2,hard,23,10,1,187.529
2,hard,24,1,1,468.027
2,hard,24,2,1,152.406
2,hard,24,3,1,185.246
2,hard,24,4,0,192.359
2,hard,24,5,1,178.11
2,hard,24,6,1,219.802
2,hard,24,7,1,478.422
2,hard,24,8,1,186.841
2,hard,24,9,1,551.725
2,hard,24,10,1,215.07
2,hard,25,1,1,394.485
2,hard,25,2,0,179.709
2,hard,25,3,1,188.385
2,hard,25,4,0,172.651
2,hard,25,5,1,239.253
2,hard,25,6,0,274.485
2,hard,25,7,1,354.743
2,hard,25,8,0,304.299
2,hard,25,9,1,504.502
2,hard,25,10,0,273.313
2,hard,26,1,1,379.697
2,hard,26,2,0,210.849
2,hard,26,3,1,198.266
2,hard,26,4,0,216.456
2,hard,26,5,0,253.177
2,hard,26,6,0,244.326
2,hard,26,7,1,459.245
2,hard,26,8,0,232.92
2,hard,26,9,0,572.357
2,hard,26,10,1,205.404
2,hard,27,1,1,400.882
2,hard,27,2,0,185.374
2,hard,27,3,1,186.467
2,hard,27,4,1,145.063
2,hard,27,5,0,210.094
2,hard,27,6,0,300.039
2,hard,27,7,0,438.056
2,hard,27,8,0,277.951
2,hard,27,9,1,495.262
2,hard,27,10,1,260.867
2,hard,28,1,1,395.926
2,hard,28,2,0,183.001
2,hard,28,3,0,269.888
2,hard,28,4,0,233.336
2,hard,28,5,1,212.079
2,hard,28,6,1,231.124
2,hard,28,7,1,506.481
2,hard,28,8,1,207.376
2,hard,28,9,1,479.786
2,hard,28,10,1,206.754
2,hard,29,1,1,401.876
2,hard,29,2,0,180.45
2,hard,29,3,0,317.48
2,hard,29,4,1,145.098
2,hard,29,5,1,218.177
2,hard,29,6,0,309.714
2,hard,29,7,0,462.254
2,hard,29,8,1,217.056
2,hard,29,9,1,560.012
2,hard,29,10,1,224.488
2,hard,30,1,1,430.603
2,hard,30,2,0,210.899
2,hard,30,3,1,192.398
2,hard,30,4,0,185.479
2,hard,30,5,1,211.621
2,hard,30,6,0,274.42
2,hard,30,7,1,408.089
2,hard,30,8,0,281.672
2,hard,30,9,1,452.406
2,hard,30,10,1,252.232
2,hard,31,1,1,434.561
2,hard,31,2,0,129.634
2,hard,31,3,1,244.359
2,hard,31,4,1,160.25
2,hard,31,5,1,151.763
2,hard,31,6,1,179.582
2,hard,31,7,1,393.961
2,hard,31,8,0,270.948
2,hard,31,9,1,488.454
2,hard,31,10,0,309.793
2,hard,32,1,1,372.968
2,hard,32,2,0,180.695
2,hard,32,3,1,202.686
2,hard,32,4,1,146.734
2,hard,32,5,0,216.469
2,hard,32,6,1,232.973
2,hard,32,7,1,541.226
2,hard,32,8,0,257.231
2,hard,32,9,1,386.388
2,hard,32,10,1,199.719
2,hard,33,1,1,401.344
2,hard,33,2,0,159.472
2,hard,33,3,0,304.282
2,hard,33,4,1,173.936
2,hard,33,5,1,229.916
2,hard,33,6,0,257.494
2,hard,33,7,1,403.722
2,hard,33,8,0,235.826
2,hard,33,9,1,526.496
2,hard,33,10,1,229.704
2,hard,34,1,1,447.608
2,hard,34,2,0,170.894
2,hard,34,3,1,170.903
2,hard,34,4,1,151.684
2,hard,34,5,0,284.447
2,hard,34,6,0,249.6
2,hard,34,7,1,365.267
2,hard,34,8,0,212.953
2,hard,34,9,1,484.692
2,hard,34,10,0,257.46
2,hard,35,1,1,399.977
2,hard,35,2,0,182.386
2,hard,35,3,1,206.836
2,hard,35,4,1,153.486
2,hard,35,5,1,214.828
2,hard,35,6,1,220.101
2,hard,35,7,0,507.004
2,hard,35,8,0,250.268
2,hard,35,9,1,547.042
2,hard,35,10,1,214.044
2,hard,36,1,1,381.452
2,hard,36,2,0,193.651
2,hard,36,3,1,218.587
2,hard,36,4,1,161.083
2,hard,36,5,1,207.119
2,hard,36,6,1,258.744
2,hard,36,7,1,371.962
2,hard,36,8,0,229.005
2,hard,36,9,1,489.826
2,hard,36,10,1,240.573
2,hard,37,1,0,511.1
2,hard,37,2,1,141.562
2,hard,37,3,1,181.577
2,hard,37,4,1,167.696
2,hard,37,5,1,175.096
2,hard,37,6,1,203.061
2,hard,37,7,1,332.423
2,hard,37,8,0,231.762
2,hard,37,9,1,530.11
2,hard,37,10,1,217.845
2,hard,38,1,1,464.467
2,hard,38,2,0,169.318
2,hard,38,3,1,264.791
2,hard,38,4,1,169.268
2,hard,38,5,1,190.319
2,hard,38,6,0,285.762
2,hard,38,7,1,420.473
2,hard,38,8,0,274.566
2,hard,38,9,1,528.807
2,hard,38,10,0,245.307
2,hard,39,1,1,444.371
2,hard,39,2,0,222.322
2,hard,39,3,1,183.572
2,hard,39,4,0,199.516
2,hard,39,5,1,177.228
2,hard,39,6,0,284.751
2,hard,39,7,0,442.323
2,hard,39,8,0,306.905
2,hard,39,9,1,496.723
2,hard,39,10,0,275.4
2,hard,40,1,1,385.953
2,hard,40,2,1,129.081
2,hard,40,3,1,190.722
2,hard,40,4,1,140.918
2,hard,40,5,1,218.169
2,hard,40,6,0,333.741
2,hard,40,7,0,453.892
2,hard,40,8,0,251.152
2,hard,40,9,1,556.495
2,hard,40,10,1,228.644
2,hard,41,1,0,534.959
2,hard,41,2,1,141.109
2,hard,41,3,1,215.516
2,hard,41,4,0,211.924
2,hard,41,5,1,186.866
2,hard,41,6,0,263.75
2,hard,41,7,1,366.115
2,hard,41,8,0,267.993
2,hard,41,9,1,487.521
2,hard,41,10,1,229.233
2,hard,42,1,1,449.789
2,hard,42,2,0,191.211
2,hard,42,3,0,234.906
2,hard,42,4,1,144.766
2,hard,42,5,1,207.576
2,hard,42,6,0,289.956
2,hard,42,7,1,510.34
2,hard,42,8,0,273.54
2,hard,42,9,1,529.26
2,hard,42,10,1,214.364
2,hard,43,1,1,452.037
2,hard,43,2,0,192.1
2,hard,43,3,1,199.694
2,hard,43,4,0,205.571
2,hard,43,5,0,251.388
2,hard,43,6,0,321.69
2,hard,43,7,1,386.577
2,hard,43,8,0,321.254
2,hard,43,9,1,461.226
2,hard,43,10,1,195.23
2,hard,44,1,1,514.704
2,hard,44,2,0,155.078
2,hard,44,3,0,268.438
2,hard,44,4,1,178.402
2,hard,44,5,1,216.791
2,hard,44,6,1,205.231
2,hard,44,7,1,409.121
2,hard,44,8,0,259.648
2,hard,44,9,1,451.75
2,hard,44,10,1,196.229
2,hard,45,1,1,357.635
2,hard,45,2,0,170.172
2,hard,45,3,1,230.633
2,hard,45,4,1,144.965
2,hard,45,5,1,222.291
2,hard,45,6,1,241.944
2,hard,45,7,1,435.061
2,hard,45,8,0,266.094
2,hard,45,9,1,561.988
2,hard,45,10,1,254.029
2,hard,46,1,1,419.734
2,hard,46,2,0,171.914
2,hard,46,3,1,175.113
2,hard,46,4,1,170.059
2,hard,46,5,1,204.804
2,hard,46,6,0,336.223
2,hard,46,7,1,471.056
2,hard,46,8,0,266.881
2,hard,46,9,1,513.657
2,hard,46,10,1,229.264
2,hard,47,1,1,403.655
2,hard,47,2,0,154.236
2,hard,47,3,1,208.59
2,hard,47,4,1,142.343
2,hard,47,5,1,166.847
2,hard,47,6,0,295.327
2,hard,47,7,1,423.165
2,hard,47,8,0,295.378
2,hard,47,9,1,505.994
2,hard,47,10,1,231.116
2,hard,48,1,1,464.639
2,hard,48,2,1,119.799
2,hard,48,3,1,233.82
2,hard,48,4,1,160.496
2,hard,48,5,0,236.757
2,hard,48,6,0,292.552
2,hard,48,7,1,409.265
2,hard,48,8,0,233.295
2,hard,48,9,1,565.954
2,hard,48,10,0,234.296
2,hard,49,1,1,495.953
2,hard,49,2,1,129.891
2,hard,49,3,1,225.752
2,hard,49,4,0,184.445
2,hard,49,5,1,214.52
2,hard,49,6,0,260.493
2,hard,49,7,1,371.72
2,hard,49,8,0,238.306
2,hard,49,9,1,538.389
2,hard,49,10,0,219.004
2,hard,50,1,1,425.196
2,hard,50,2,1,161.006
2,hard,50,3,1,209.985
2,hard,50,4,1,156.941
2,hard,50,5,1,174.815
2,hard,50,6,1,218.298
2,hard,50,7,1,312.501
2,hard,50,8,1,227.605
2,hard,50,9,1,490.668
2,hard,50,10,1,212.124
2,hard,51,1,1,341.99
2,hard,51,2,0,193.679
2,hard,51,3,0,261.372
2,hard,51,4,1,148.345
2,hard,51,5,1,195.973
2,hard,51,6,0,275.738
2,hard,51,7,1,373.72
2,hard,51,8,1,175.194
2,hard,51,9,1,418.654
2,hard,51,10,1,215.582
2,hard,52,1,1,408.01
2,hard,52,2,0,153.732
2,hard,52,3,1,180.325
2,hard,52,4,1,146.366
2,hard,52,5,1,211.257
2,hard,52,6,0,288.429
2,hard,52,7,1,434.536
2,hard,52,8,1,184.914
2,hard,52,9,1,524.722
2,hard,52,10,1,223.565
2,hard,53,1,1,386.158
2,hard,53,2,0,182.216
2,hard,53,3,1,220.64
2,hard,53,4,0,168.753
2,hard,53,5,1,243.91
2,hard,53,6,0,293.556
2,hard,53,7,1,411.998
2,hard,53,8,0,269.089
2,hard,53,9,1,514.016
2,hard,53,10,1,223.902
2,hard,54,1,0,527.699
2,hard,54,2,0,185.498
2,hard,54,3,1,232.428
2,hard,54,4,1,166.975
2,hard,54,5,1,189.621
2,hard,54,6,0,272.69
2,hard,54,7,1,384.538
2,hard,54,8,0,288.146
2,hard,54,9,1,505.911
2,hard,54,10,1,261.513
2,hard,55,1,1,475.978
2,hard,55,2,0,162.214
2,hard,55,3,0,305.838
2,hard,55,4,0,189.798
2,hard,55,5,0,243.033
2,hard,55,6,1,303.208
2,hard,55,7,1,383.13
2,hard,55,8,0,280.413
2,hard,55,9,1,503.853
2,hard,55,10,1,218.816
2,hard,56,1,1,438.151
2,hard,56,2,0,160.689
2,hard,56,3,0,261.298
2,hard,56,4,1,136.696
2,hard,56,5,1,205.722
2,hard,56,6,1,246.745
2,hard,56,7,1,480.257
2,hard,56,8,0,292.31
2,hard,56,9,1,549.691
2,hard,56,10,0,333.309
2,hard,57,1,1,397.629
2,hard,57,2,0,185.466
2,hard,57,3,0,238.442
2,hard,57,4,0,196.618
2,hard,57,5,0,241.88
2,hard,57,6,0,303.304
2,hard,57,7,1,435.673
2,hard,57,8,0,286.056
2,hard,57,9,1,505.207
2,hard,57,10,1,215.742
2,hard,58,1,1,424.404
2,hard,58,2,1,138.389
2,hard,58,3,1,211.167
2,hard,58,4,0,190.233
2,hard,58,5,1,214.209
2,hard,58,6,0,300.623
2,hard,58,7,1,451.428
2,hard,58,8,0,230.24
2,hard,58,9,1,444.062
2,hard,58,10,0,301.595
2,hard,59,1,1,363.13
2,hard,59,2,1,147.646
2,hard,59,3,1,255.232
2,hard,59,4,0,175.403
2,hard,59,5,0,256.256
2,hard,59,6,0,305.276
2,hard,59,7,1,437.815
2,hard,59,8,0,250.321
2,hard,59,9,1,506.9
2,hard,59,10,1,223.129
2,hard,60,1,1,466.459
2,hard,60,2,0,187.967
2,hard,60,3,0,250.611
2,hard,60,4,1,175.613
2,hard,60,5,1,229.161
2,hard,60,6,1,263.777
2,hard,60,7,1,427.535
2,hard,60,8,0,268.872
2,hard,60,9,1,611.207
2,hard,60,10,1,200.53
2,hard,61,1,1,496.634
2,hard,61,2,1,137.955
2,hard,61,3,1,210.249
2,hard,61,4,1,161.464
2,hard,61,5,1,152.667
2,hard,61,6,1,219.162
2,hard,61,7,1,430.653
2,hard,61,8,0,214.523
2,hard,61,9,1,517.048
2,hard,61,10,1,205.06
2,hard,62,1,1,373.51
2,hard,62,2,0,164.909
2,hard,62,3,1,190.571
2,hard,62,4,1,158.834
2,hard,62,5,1,185.395
2,hard,62,6,0,246.618
2,hard,62,7,1,440.811
2,hard,62,8,0,255.898
2,hard,62,9,1,425.659
2,hard,62,10,1,215.406
2,hard,63,1,1,423.526
2,hard,63,2,0,170.206
2,hard,63,3,1,213.159
2,hard,63,4,1,177.824
2,hard,63,5,1,160.728
2,hard,63,6,0,229.966
2,hard,63,7,0,559.204
2,hard,63,8,0,232.406
2,hard,63,9,0,633.768
2,hard,63,10,1,223.84
2,hard,64,1,1,461.782
2,hard,64,2,0,188.412
2,hard,64,3,1,214.161
2,hard,64,4,1,158.873
2,hard,64,5,1,225.217
2,hard,64,6,0,296.901
2,hard,64,7,1,342.485
2,hard,64,8,0,239.356
2,hard,64,9,1,481.078
2,hard,64,10,0,344.638
2,hard,65,1,1,451.511
2,hard,65,2,0,213.716
2,hard,65,3,1,237.644
2,hard,65,4,1,152.453
2,hard,65,5,1,181.719
2,hard,65,6,0,305.106
2,hard,65,7,1,409.99
2,hard,65,8,0,295.581
2,hard,65,9,1,394.706
2,hard,65,10,1,221.363
2,hard,66,1,1,405.897
2,hard,66,2,0,171.706
2,hard,66,3,1,211.26
2,hard,66,4,1,197.842
2,hard,66,5,0,302.419
2,hard,66,6,1,218.899
2,hard,66,7,1,326.899
2,hard,66,8,1,213.604
2,hard,66,9,1,608.673
2,hard,66,10,1,226.703
2,hard,67,1,1,391.153
2,hard,67,2,0,219.808
2,hard,67,3,1,226.305
2,hard,67,4,0,256.486
2,hard,67,5,1,198.37
2,hard,67,6,0,308.429
2,hard,67,7,1,434.778
2,hard,67,8,0,230.132
2,hard,67,9,1,441.965
2,hard,67,10,0,264.303
2,hard,68,1,1,494.218
2,hard,68,2,1,165.656
2,hard,68,3,1,176.393
2,hard,68,4,1,170.947
2,hard,68,5,1,203.082
2,hard,68,6,0,273.159
2,hard,68,7,0,461.684
2,hard,68,8,0,238.012
2,hard,68,9,1,482.73
2,hard,68,10,0,298.071
2,hard,69,1,1,355.482
2,hard,69,2,1,168.644
2,hard,69,3,1,235.933
2,hard,69,4,1,146.721
2,hard,69,5,1,234.831
2,hard,69,6,0,339.36
2,hard,69,7,1,418.387
2,hard,69,8,0,264.074
2,hard,69,9,1,514.632
2,hard,69,10,1,231.793
2,hard,70,1,1,453.4
2,hard,70,2,0,175.783
2,hard,70,3,1,206.46
2,hard,70,4,0,188.76
2,hard,70,5,1,195.21
2,hard,70,6,0,249.468
2,hard,70,7,1,385.233
2,hard,70,8,0,264.45
2,hard,70,9,1,506.634
2,hard,70,10,1,266.539
2,hard,71,1,1,377.639
2,hard,71,2,0,176.727
2,hard,71,3,1,241.034
2,hard,71,4,1,160.311
2,hard,71,5,1,182.214
2,hard,71,6,1,304.621
2,hard,71,7,0,497.036
2,hard,71,8,0,281.36
2,hard,71,9,1,387.954
2,hard,71,10,0,279.388
2,hard,72,1,1,457.624
2,hard,72,2,1,148.939
2,hard,72,3,0,326.382
2,hard,72,4,0,191.671
2,hard,72,5,1,204.771
2,hard,72,6,0,295.012
2,hard,72,7,0,467.729
2,hard,72,8,1,186.193
2,hard,72,9,1,475.814
2,hard,72,10,1,199.764
2,hard,73,1,1,449.639
2,hard,73,2,1,137.444
2,hard,73,3,1,242.15
2,hard,73,4,0,186.688
2,hard,73,5,0,230.688
2,hard,73,6,0,306.517
2,hard,73,7,1,373.157
2,hard,73,8,0,231.92
2,hard,73,9,1,509.445
2,hard,73,10,0,289.493
2,hard,74,1,1,448.681
2,hard,74,2,1,141.341
2,hard,74,3,1,179.394
2,hard,74,4,0,221.663
2,hard,74,5,0,226.399
2,hard,74,6,1,234.047
2,hard,74,7,1,447.569
2,hard,74,8,0,332.454
2,hard,74,9,1,493.208
2,hard,74,10,0,284.496
2,hard,75,1,0,461.457
2,hard,75,2,0,183.086
2,hard,75,3,0,258.758
2,hard,75,4,1,153.51
2,hard,75,5,1,229.66
2,hard,75,6,0,316.085
2,hard,75,7,1,356.253
2,hard,75,8,0,227.837
2,hard,75,9,1,404.068
2,hard,75,10,0,292.822
2,hard,76,1,1,417.482
2,hard,76,2,1,123.94
2,hard,76,3,0,246.358
2,hard,76,4,1,156.352
2,hard,76,5,0,229.845
2,hard,76,6,0,296.281
2,hard,76,7,1,387.115
2,hard,76,8,1,236.868
2,hard,76,9,0,600.314
2,hard,76,10,1,184.175
2,hard,77,1,1,419.036
2,hard,77,2,0,194.418
2,hard,77,3,1,219.189
2,hard,77,4,0,178.067
2,hard,77,5,1,190.015
2,hard,77,6,0,298.999
2,hard,77,7,0,538.692
2,hard,77,8,0,233.061
2,hard,77,9,1,587.146
2,hard,77,10,1,231.167
2,hard,78,1,1,424.033
2,hard,78,2,0,164.789
2,hard,78,3,0,252.593
2,hard,78,4,1,159.987
2,hard,78,5,1,194.786
2,hard,78,6,0,263.023
2,hard,78,7,1,397.256
2,hard,78,8,0,282.976
2,hard,78,9,1,566.8
2,hard,78,10,1,173.678
2,hard,79,1,1,392.587
2,hard,79,2,0,183.243
2,hard,79,3,1,226.259
2,hard,79,4,1,183.752
2,hard,79,5,1,183.666
2,hard,79,6,0,310.749
2,hard,79,7,1,355.935
2,hard,79,8,0,224.303
2,hard,79,9,1,467.191
2,hard,79,10,1,255.914
2,hard,80,1,0,530.243
2,hard,80,2,0,195.97
2,hard,80,3,1,239.379
2,hard,80,4,1,176.759
2,hard,80,5,1,161.889
2,hard,80,6,0,289.228
2,hard,80,7,1,374.624
2,hard,80,8,0,270.579
2,hard,80,9,1,535.074
2,hard,80,10,1,183.226
2,hard,81,1,0,570.756
2,hard,81,2,0,165.369
2,hard,81,3,1,228.04
2,hard,81,4,1,140.711
2,hard,81,5,1,188.836
2,hard,81,6,1,203.652
2,hard,81,7,1,382.631
2,hard,81,8,0,257.047
2,hard,81,9,1,493.062
2,hard,81,10,1,237.382
2,hard,82,1,1,427.848
2,hard,82,2,0,192.843
2,hard,82,3,0,273.662
2,hard,82,4,1,149.771
2,hard,82,5,1,195.869
2,hard,82,6,1,243.52
2,hard,82,7,1,416.917
2,hard,82,8,0,235.09
2,hard,82,9,1,399.931
2,hard,82,10,1,185.406
2,hard,83,1,0,498.76
2,hard,83,2,0,207.974
2,hard,83,3,1,195.504
2,hard,83,4,0,176.762
2,hard,83,5,0,263.594
2,hard,83,6,0,291.791
2,hard,83,7,0,499.411
2,hard,83,8,0,257.096
2,hard,83,9,1,533.151
